"2023-06-20 at 18:19"
Time(H:M:S) CO2(ppm) CellTemp(c) CellPres(kPa)
18:26:01 -0.05 51.76 101.19
18:26:02 -0.46 51.76 101.21
18:26:03 -0.62 51.76 101.19
18:26:04 -0.62 51.76 101.21
18:26:05 -0.97 51.76 101.19
18:26:06 -0.72 51.76 101.19
18:26:07 -1.14 51.76 101.21
18:26:08 -1.25 51.76 101.21
18:26:09 -1.41 51.76 101.21
18:26:10 -1.06 51.76 101.19
18:26:11 -1.32 51.76 101.21
18:26:12 -1.07 51.76 101.19
18:26:13 -1.17 51.76 101.21
18:26:14 -1.47 51.76 101.19
18:26:15 -1.36 51.76 101.19
18:26:16 -1.31 51.76 101.21
18:26:17 -1.20 51.76 101.19
18:26:18 -1.25 51.76 101.19
18:26:19 -1.25 51.76 101.19
18:26:20 -1.73 51.76 101.19
18:26:21 -1.32 51.76 101.21
18:26:22 -1.31 51.76 101.21
18:26:23 -1.03 51.76 101.21
18:26:24 -1.47 51.76 101.19
18:26:25 -1.37 51.76 101.19
18:26:26 -2.03 51.76 101.22
18:26:27 -1.26 51.76 101.19
18:26:28 -1.43 51.76 101.19
18:26:29 -1.70 51.76 101.21
18:26:30 -1.75 51.76 101.21
18:26:31 -1.53 51.76 101.19
18:26:32 -0.25 51.76 101.19
18:26:33 28.80 51.76 101.21
18:26:34 95.43 51.76 101.21
18:26:35 158.04 51.76 101.19
18:26:36 192.76 51.76 101.21
18:26:37 205.22 51.76 101.21
18:26:38 189.53 51.76 101.21
18:26:39 146.33 51.76 101.21
18:26:40 122.19 51.73 101.19
18:26:41 81.59 51.73 101.21
18:26:42 55.50 51.73 101.19
18:26:43 40.47 51.76 101.19
18:26:44 29.91 51.76 101.21
18:26:45 22.74 51.76 101.21
18:26:46 17.08 51.76 101.21
18:26:47 13.60 51.76 101.21
18:26:48 9.75 51.76 101.21
18:26:49 7.12 51.76 101.21
18:26:50 5.70 51.76 101.19
18:26:51 3.86 51.76 101.21
18:26:52 2.83 51.76 101.21
18:26:53 1.98 51.76 101.21
18:26:54 0.96 51.76 101.19
18:26:55 0.70 51.76 101.21
18:26:56 0.44 51.76 101.21
18:26:57 -0.15 51.76 101.19
18:26:58 -0.66 51.76 101.21
18:26:59 -0.67 51.76 101.19
18:27:00 -0.93 51.76 101.21
18:27:01 -0.62 51.76 101.19
18:27:02 -1.05 51.76 101.21
18:27:03 -1.14 51.76 101.21
18:27:04 -1.48 51.76 101.19
18:27:06 -0.97 51.76 101.19
18:27:07 -0.97 51.76 101.21
18:27:08 -1.45 51.76 101.19
18:27:09 -1.11 51.76 101.19
18:27:10 -1.43 51.76 101.19
18:27:11 -1.05 51.76 101.21
18:27:12 -1.55 51.76 101.21
18:27:13 -1.29 51.73 101.19
18:27:14 -1.41 51.73 101.21
18:27:15 -1.13 51.76 101.19
18:27:16 -1.40 51.76 101.21
18:27:17 -1.29 51.76 101.21
18:27:18 -1.28 51.76 101.19
18:27:19 -1.66 51.76 101.21
18:27:20 -1.30 51.76 101.19
18:27:21 -1.42 51.76 101.19
18:27:22 -1.39 51.76 101.21
18:27:23 -1.30 51.76 101.21
18:27:24 -1.31 51.76 101.21
18:27:25 -1.27 51.76 101.19
18:27:26 -1.34 51.76 101.21
18:27:27 -1.56 51.76 101.19
18:27:28 -1.47 51.76 101.21
18:27:29 -1.34 51.76 101.19
18:27:30 -1.51 51.76 101.21
18:27:31 -1.36 51.76 101.19
18:27:32 -1.24 51.76 101.21
18:27:33 -1.40 51.76 101.21
18:27:34 -1.50 51.76 101.19
18:27:35 -1.53 51.76 101.19
18:27:36 -0.90 51.76 101.21
18:27:37 -1.50 51.76 101.22
18:27:38 -1.44 51.76 101.19
18:27:39 -1.21 51.76 101.21
18:27:40 -1.25 51.76 101.21
18:27:41 -1.67 51.76 101.19
18:27:42 -1.69 51.76 101.19
18:27:43 -0.57 51.76 101.21
18:27:44 22.88 51.76 101.21
18:27:45 79.93 51.76 101.21
18:27:46 147.17 51.76 101.21
18:27:47 189.79 51.76 101.21
18:27:48 208.22 51.76 101.19
18:27:49 199.62 51.76 101.19
18:27:50 163.65 51.76 101.19
18:27:51 116.62 51.76 101.19
18:27:52 78.08 51.76 101.21
18:27:53 54.69 51.76 101.19
18:27:54 39.16 51.76 101.19
18:27:55 30.14 51.76 101.21
18:27:56 22.25 51.76 101.19
18:27:57 17.66 51.76 101.21
18:27:58 13.26 51.76 101.21
18:27:59 10.17 51.76 101.21
18:28:00 7.15 51.73 101.21
18:28:01 5.91 51.73 101.19
18:28:02 4.29 51.76 101.19
18:28:03 2.34 51.76 101.19
18:28:04 2.08 51.76 101.21
18:28:05 1.42 51.76 101.19
18:28:06 0.33 51.76 101.21
18:28:07 0.15 51.76 101.21
18:28:08 0.12 51.76 101.19
18:28:09 -0.44 51.76 101.19
18:28:10 -0.81 51.76 101.19
18:28:11 -0.98 51.76 101.21
18:28:12 -1.02 51.76 101.19
18:28:13 -1.10 51.76 101.21
18:28:14 -0.94 51.76 101.19
18:28:15 -0.68 51.76 101.19
18:28:16 -1.20 51.76 101.19
18:28:18 -1.26 51.76 101.21
18:28:19 -0.91 51.76 101.21
18:28:20 -1.11 51.76 101.19
18:28:21 -1.41 51.76 101.19
18:28:22 -1.06 51.76 101.19
18:28:23 -1.60 51.76 101.19
18:28:24 -1.40 51.76 101.21
18:28:25 -1.52 51.76 101.22
18:28:26 -0.97 51.76 101.19
18:28:27 -1.13 51.76 101.21
18:28:28 -1.60 51.76 101.21
18:28:29 -1.10 51.76 101.19
18:28:30 -1.46 51.76 101.21
18:28:31 0.19 51.76 101.19
18:28:32 19.45 51.76 101.19
18:28:33 67.13 51.76 101.19
18:28:34 131.69 51.76 101.21
18:28:35 180.54 51.76 101.19
18:28:36 204.10 51.76 101.19
18:28:37 200.27 51.76 101.21
18:28:38 171.04 51.76 101.21
18:28:39 126.01 51.76 101.19
18:28:40 85.95 51.76 101.21
18:28:41 59.01 51.76 101.19
18:28:42 42.18 51.76 101.19
18:28:43 31.53 51.76 101.19
18:28:44 24.25 51.76 101.21
18:28:45 18.07 51.73 101.21
18:28:46 13.93 51.73 101.19
18:28:47 10.78 51.76 101.21
18:28:48 7.52 51.76 101.21
18:28:49 5.98 51.76 101.19
18:28:50 4.15 51.76 101.21
18:28:51 2.96 51.76 101.21
18:28:52 1.73 51.76 101.21
18:28:53 1.35 51.76 101.21
18:28:54 0.93 51.76 101.21
18:28:55 -0.07 51.76 101.21
18:28:56 -0.02 51.76 101.19
18:28:57 -0.14 51.76 101.19
18:28:58 -0.74 51.76 101.19
18:28:59 -0.39 51.76 101.21
18:29:00 -0.85 51.76 101.21
18:29:01 -0.88 51.76 101.19
18:29:02 -1.11 51.76 101.21
18:29:03 -1.36 51.76 101.19
18:29:04 -0.89 51.73 101.19
18:29:05 -1.56 51.73 101.21
18:29:06 -1.47 51.76 101.19
18:29:07 -1.13 51.76 101.21
18:29:08 -1.27 51.76 101.19
18:29:09 -1.24 51.76 101.19
18:29:10 -1.36 51.76 101.19
18:29:11 -1.34 51.76 101.19
18:29:12 -1.26 51.76 101.19
18:29:13 -1.66 51.76 101.21
18:29:14 -1.49 51.76 101.21
18:29:15 -1.23 51.76 101.19
18:29:16 -1.83 51.76 101.19
18:29:17 -1.31 51.76 101.19
18:29:18 -1.13 51.76 101.19
18:29:19 -1.31 51.76 101.21
18:29:20 -1.26 51.76 101.21
18:29:21 -1.77 51.76 101.21
18:29:22 -1.60 51.73 101.19
18:29:23 -1.24 51.73 101.19
18:29:24 -1.44 51.76 101.19
18:29:25 -1.23 51.76 101.19
18:29:26 -1.59 51.76 101.19
18:29:27 -1.36 51.76 101.19
18:29:28 -1.14 51.76 101.19
18:29:29 -1.29 51.76 101.21
18:29:31 -1.26 51.76 101.21
18:29:32 -1.43 51.76 101.21
18:29:33 -1.36 51.76 101.21
18:29:34 -1.42 51.76 101.19
18:29:35 -1.49 51.76 101.21
18:29:36 -1.57 51.76 101.21
18:29:37 -1.15 51.76 101.21
18:29:38 -1.41 51.76 101.21
18:29:39 -1.22 51.76 101.21
18:29:40 -1.74 51.76 101.21
18:29:41 -1.37 51.76 101.19
18:29:42 -1.22 51.76 101.19
18:29:43 -1.47 51.76 101.19
18:29:44 -2.33 51.76 101.19
18:29:45 18.73 51.76 101.21
18:29:46 108.39 51.76 101.21
18:29:47 245.47 51.76 101.19
18:29:48 350.23 51.76 101.21
18:29:49 403.43 51.76 101.19
18:29:50 408.14 51.76 101.19
18:29:51 354.19 51.76 101.21
18:29:52 263.15 51.76 101.19
18:29:53 179.53 51.76 101.19
18:29:54 123.22 51.76 101.19
18:29:55 88.05 51.76 101.19
18:29:56 65.60 51.76 101.21
18:29:57 50.13 51.76 101.21
18:29:58 38.04 51.76 101.21
18:29:59 29.18 51.76 101.21
18:30:00 22.87 51.76 101.19
18:30:01 17.50 51.76 101.21
18:30:02 12.90 51.76 101.19
18:30:03 9.90 51.76 101.21
18:30:04 7.17 51.76 101.19
18:30:05 5.57 51.76 101.21
18:30:06 3.67 51.73 101.21
18:30:07 2.71 51.73 101.21
18:30:08 2.11 51.76 101.21
18:30:09 1.10 51.76 101.19
18:30:10 0.78 51.76 101.21
18:30:11 0.49 51.76 101.21
18:30:12 -0.38 51.76 101.21
18:30:13 -0.34 51.76 101.21
18:30:14 -0.34 51.76 101.21
18:30:15 -0.35 51.76 101.19
18:30:16 -0.79 51.76 101.21
18:30:17 -0.58 51.76 101.21
18:30:18 -1.35 51.76 101.19
18:30:19 -1.15 51.76 101.19
18:30:20 -1.43 51.76 101.19
18:30:21 -0.87 51.76 101.19
18:30:22 -1.15 51.76 101.21
18:30:23 -1.24 51.76 101.21
18:30:24 -1.27 51.76 101.22
18:30:25 -1.52 51.76 101.19
18:30:26 -1.24 51.76 101.19
18:30:27 -1.39 51.76 101.21
18:30:28 -1.52 51.76 101.21
18:30:29 -2.10 51.76 101.21
18:30:30 15.23 51.76 101.19
18:30:31 98.27 51.76 101.21
18:30:32 232.06 51.76 101.19
18:30:33 341.94 51.76 101.21
18:30:34 400.74 51.76 101.21
18:30:35 409.60 51.76 101.19
18:30:36 360.28 51.76 101.19
18:30:37 271.52 51.76 101.19
18:30:38 186.55 51.76 101.21
18:30:39 127.19 51.76 101.21
18:30:40 90.61 51.73 101.19
18:30:41 67.41 51.73 101.19
18:30:43 50.71 51.73 101.19
18:30:44 39.53 51.73 101.21
18:30:45 30.21 51.76 101.19
18:30:46 23.37 51.76 101.21
18:30:47 17.59 51.76 101.19
18:30:48 13.41 51.76 101.19
18:30:49 10.55 51.76 101.21
18:30:50 7.46 51.76 101.21
18:30:51 5.67 51.76 101.19
18:30:52 4.14 51.76 101.21
18:30:53 3.09 51.76 101.21
18:30:54 2.20 51.76 101.19
18:30:55 1.09 51.76 101.21
18:30:56 0.76 51.76 101.19
18:30:57 0.27 51.76 101.21
18:30:58 -0.36 51.76 101.19
18:30:59 -0.16 51.76 101.21
18:31:00 -0.18 51.76 101.21
18:31:01 -0.40 51.76 101.19
18:31:02 -0.49 51.76 101.21
18:31:03 -0.96 51.76 101.21
18:31:04 -1.13 51.76 101.21
18:31:05 -1.29 51.76 101.19
18:31:06 -1.08 51.76 101.21
18:31:07 -0.90 51.76 101.19
18:31:08 -1.17 51.76 101.19
18:31:09 -1.07 51.76 101.21
18:31:10 -1.29 51.76 101.22
18:31:11 -1.31 51.76 101.22
18:31:12 -1.13 51.76 101.19
18:31:13 -1.28 51.76 101.21
18:31:14 -1.53 51.76 101.21
18:31:15 -0.79 51.76 101.19
18:31:16 -2.26 51.76 101.21
18:31:17 11.41 51.76 101.21
18:31:18 96.73 51.76 101.19
18:31:19 241.35 51.76 101.21
18:31:20 352.07 51.76 101.21
18:31:21 408.06 51.76 101.19
18:31:22 417.62 51.76 101.19
18:31:23 365.29 51.76 101.19
18:31:24 270.06 51.76 101.19
18:31:25 182.60 51.76 101.21
18:31:26 124.46 51.76 101.19
18:31:27 89.17 51.76 101.21
18:31:28 66.48 51.76 101.21
18:31:29 50.58 51.76 101.19
18:31:30 38.96 51.76 101.21
18:31:31 30.01 51.76 101.21
18:31:32 22.77 51.76 101.21
18:31:33 17.59 51.76 101.19
18:31:34 13.20 51.76 101.21
18:31:35 9.89 51.76 101.19
18:31:36 7.82 51.76 101.19
18:31:37 5.80 51.76 101.19
18:31:38 3.92 51.76 101.21
18:31:39 2.92 51.76 101.19
18:31:40 1.88 51.73 101.21
18:31:41 1.27 51.73 101.21
18:31:42 0.73 51.76 101.21
18:31:43 0.43 51.76 101.21
18:31:44 0.26 51.76 101.19
18:31:45 -0.18 51.76 101.21
18:31:46 -0.53 51.76 101.21
18:31:47 -0.62 51.76 101.19
18:31:48 -0.75 51.76 101.19
18:31:49 -0.48 51.76 101.21
18:31:50 -0.93 51.76 101.21
18:31:51 -0.95 51.76 101.19
18:31:52 -0.69 51.76 101.21
18:31:53 -1.02 51.76 101.19
18:31:54 -1.25 51.76 101.19
18:31:56 -1.13 51.76 101.21
18:31:57 -1.23 51.76 101.21
18:31:58 -1.49 51.76 101.21
18:31:59 -1.32 51.76 101.19
18:32:00 -0.95 51.76 101.21
18:32:01 -1.37 51.76 101.21
