"2022-03-30 at 14:38"
Time(H:M:S) CO2(ppm) CellTemp(c) CellPres(kPa)
14:49:03 4.32 51.73 101.51
14:49:04 4.20 51.73 101.51
14:49:05 3.33 51.73 101.49
14:49:06 3.84 51.73 101.49
14:49:07 2.38 51.73 101.49
14:49:08 3.00 51.73 101.49
14:49:10 2.68 51.76 101.51
14:49:11 2.17 51.73 101.51
14:49:12 1.77 51.73 101.51
14:49:13 2.20 51.73 101.49
14:49:14 1.75 51.73 101.49
14:49:15 1.77 51.73 101.49
14:49:16 1.26 51.73 101.49
14:49:17 1.93 51.73 101.49
14:49:18 1.09 51.73 101.51
14:49:19 1.15 51.73 101.49
14:49:20 1.58 51.73 101.49
14:49:21 1.01 51.76 101.49
14:49:22 1.25 51.73 101.49
14:49:23 1.19 51.73 101.51
14:49:24 1.05 51.73 101.47
14:49:25 0.81 51.73 101.49
14:49:26 1.63 51.73 101.49
14:49:27 0.59 51.73 101.51
14:49:28 1.03 51.76 101.52
14:49:29 1.04 51.73 101.51
14:49:30 1.04 51.73 101.49
14:49:31 0.60 51.73 101.49
14:49:32 0.54 51.73 101.49
14:49:33 1.00 51.73 101.49
14:49:34 0.55 51.73 101.49
14:49:35 0.88 51.73 101.49
14:49:36 0.90 51.73 101.49
14:49:37 0.96 51.73 101.49
14:49:38 0.84 51.73 101.49
14:49:39 1.05 51.73 101.49
14:49:40 0.63 51.73 101.51
14:49:41 1.93 51.73 101.49
14:49:42 7.19 51.73 101.49
14:49:43 23.36 51.73 101.49
14:49:44 47.54 51.73 101.49
14:49:45 76.36 51.73 101.49
14:49:46 104.15 51.76 101.49
14:49:47 128.40 51.73 101.49
14:49:48 149.70 51.73 101.49
14:49:49 167.30 51.73 101.49
14:49:50 181.01 51.73 101.49
14:49:51 190.67 51.73 101.49
14:49:52 194.39 51.73 101.49
14:49:53 191.09 51.73 101.49
14:49:54 181.08 51.73 101.49
14:49:55 167.07 51.73 101.49
14:49:56 150.28 51.73 101.49
