"2022-03-22 at 13:08"
Time(H:M:S) CO2(ppm) CellTemp(c) CellPres(kPa)
13:11:00 0.27 51.73 101.71
13:11:01 0.44 51.76 101.71
13:11:02 0.46 51.76 101.71
13:11:03 0.65 51.76 101.71
13:11:04 0.46 51.73 101.71
13:11:05 0.09 51.73 101.71
13:11:06 1.15 51.73 101.71
13:11:08 0.97 51.73 101.71
13:11:09 0.33 51.73 101.71
13:11:10 0.86 51.73 101.71
13:11:11 0.19 51.76 101.71
13:11:12 0.90 51.76 101.71
13:11:13 0.91 51.76 101.71
13:11:14 0.42 51.76 101.71
13:11:15 0.77 51.73 101.71
13:11:16 0.46 51.73 101.71
13:11:17 0.71 51.76 101.71
13:11:18 0.64 51.76 101.71
13:11:19 0.52 51.76 101.71
13:11:20 0.38 51.76 101.69
13:11:21 0.69 51.73 101.69
13:11:22 -0.07 51.73 101.71
13:11:23 0.80 51.73 101.71
13:11:24 0.48 51.76 101.71
13:11:25 0.50 51.76 101.71
13:11:26 0.29 51.73 101.71
13:11:27 0.38 51.73 101.71
13:11:28 0.26 51.73 101.71
13:11:29 0.23 51.73 101.71
13:11:30 -0.01 51.73 101.71
13:11:31 0.56 51.73 101.71
13:11:32 0.24 51.76 101.69
13:11:33 0.21 51.73 101.71
13:11:34 0.70 51.73 101.71
13:11:35 0.37 51.76 101.71
13:11:36 0.31 51.76 101.71
13:11:37 0.21 51.76 101.71
13:11:38 0.33 51.73 101.71
13:11:39 0.25 51.73 101.69
13:11:40 0.52 51.76 101.71
13:11:41 0.08 51.73 101.71
13:11:42 0.69 51.73 101.71
13:11:43 0.17 51.73 101.71
13:11:44 0.16 51.73 101.71
13:11:45 0.13 51.73 101.71
13:11:46 0.33 51.76 101.71
13:11:47 0.13 51.76 101.69
13:11:48 -0.06 51.76 101.71
13:11:49 0.61 51.76 101.71
13:11:50 0.22 51.76 101.71
13:11:51 0.38 51.76 101.71
13:11:52 -0.08 51.76 101.71
13:11:53 0.36 51.76 101.71
13:11:54 0.28 51.76 101.71
13:11:55 0.13 51.76 101.71
13:11:56 0.60 51.73 101.69
13:11:57 0.08 51.73 101.71
13:11:58 0.01 51.76 101.71
13:11:59 0.29 51.73 101.71
13:12:00 0.38 51.73 101.71
13:12:01 0.19 51.76 101.71
13:12:02 0.02 51.76 101.71
13:12:03 0.03 51.76 101.71
13:12:04 0.25 51.76 101.71
13:12:05 0.42 51.76 101.71
13:12:06 0.19 51.76 101.71
13:12:07 0.27 51.76 101.71
13:12:08 0.14 51.76 101.71
13:12:09 0.24 51.76 101.71
13:12:10 0.63 51.76 101.71
13:12:11 0.13 51.76 101.71
13:12:12 0.22 51.76 101.71
13:12:13 0.08 51.76 101.71
13:12:14 0.50 51.76 101.71
13:12:15 0.14 51.76 101.71
13:12:16 0.22 51.73 101.71
13:12:17 0.35 51.73 101.71
13:12:18 0.36 51.73 101.71
13:12:20 -0.08 51.73 101.71
13:12:21 0.46 51.73 101.71
13:12:22 0.08 51.73 101.71
13:12:23 0.15 51.73 101.71
13:12:24 0.18 51.73 101.71
13:12:25 0.26 51.73 101.71
13:12:26 0.18 51.76 101.71
13:12:27 0.26 51.76 101.71
13:12:28 0.19 51.76 101.71
13:12:29 0.24 51.76 101.71
13:12:30 0.43 51.73 101.71
13:12:31 -0.00 51.73 101.71
13:12:32 0.25 51.76 101.71
13:12:33 0.19 51.76 101.71
13:12:34 0.35 51.73 101.71
13:12:35 0.33 51.73 101.71
13:12:36 -0.13 51.73 101.69
13:12:37 0.19 51.73 101.71
13:12:38 0.10 51.73 101.71
13:12:39 0.36 51.76 101.71
13:12:40 0.48 51.76 101.71
13:12:41 0.35 51.73 101.71
13:12:42 0.09 51.73 101.71
13:12:43 0.24 51.76 101.71
13:12:44 0.32 51.76 101.71
13:12:45 0.03 51.76 101.71
13:12:46 0.27 51.76 101.71
13:12:47 0.40 51.76 101.71
13:12:48 0.47 51.73 101.71
13:12:49 0.08 51.73 101.71
13:12:50 0.44 51.76 101.71
13:12:51 0.30 51.73 101.71
13:12:52 0.12 51.73 101.71
13:12:53 -0.02 51.76 101.71
13:12:54 0.05 51.73 101.71
13:12:55 0.53 51.73 101.71
13:12:56 0.09 51.76 101.71
13:12:57 0.45 51.76 101.71
13:12:58 0.35 51.76 101.71
13:12:59 0.42 51.76 101.71
13:13:00 -0.04 51.76 101.71
13:13:01 0.49 51.76 101.71
13:13:02 0.19 51.76 101.71
13:13:03 0.03 51.76 101.71
13:13:04 0.38 51.76 101.71
13:13:05 0.18 51.76 101.71
13:13:06 0.02 51.76 101.71
13:13:07 0.62 51.76 101.71
13:13:08 0.09 51.76 101.71
13:13:09 0.15 51.76 101.71
13:13:10 -0.04 51.76 101.71
13:13:11 0.34 51.76 101.71
13:13:12 0.19 51.76 101.71
13:13:13 -0.04 51.76 101.71
13:13:14 -0.00 51.76 101.71
13:13:15 0.39 51.76 101.71
13:13:16 0.07 51.76 101.71
13:13:17 0.20 51.76 101.71
13:13:18 0.35 51.76 101.71
13:13:19 0.16 51.76 101.71
13:13:20 0.19 51.76 101.71
13:13:21 0.33 51.76 101.69
13:13:22 0.18 51.76 101.71
13:13:23 0.13 51.76 101.71
13:13:24 0.44 51.76 101.71
13:13:25 0.20 51.76 101.71
13:13:26 0.66 51.76 101.71
13:13:27 0.54 51.76 101.71
13:13:28 0.27 51.76 101.71
13:13:29 0.25 51.76 101.71
13:13:30 0.41 51.76 101.71
13:13:31 0.46 51.76 101.71
13:13:33 0.66 51.73 101.71
13:13:34 0.27 51.73 101.71
13:13:35 0.32 51.76 101.71
13:13:36 0.69 51.76 101.71
13:13:37 0.32 51.76 101.69
13:13:38 0.88 51.76 101.71
13:13:39 0.66 51.76 101.71
13:13:40 0.54 51.76 101.71
13:13:41 0.52 51.76 101.71
13:13:42 0.42 51.76 101.71
13:13:43 0.43 51.73 101.71
13:13:44 0.16 51.73 101.71
13:13:45 0.46 51.76 101.71
13:13:46 0.42 51.76 101.71
13:13:47 0.25 51.73 101.71
13:13:48 0.38 51.73 101.71
13:13:49 0.20 51.76 101.71
13:13:50 0.00 51.76 101.71
13:13:51 0.44 51.73 101.71
13:13:52 0.37 51.73 101.71
13:13:53 0.30 51.76 101.71
13:13:54 0.41 51.76 101.71
13:13:55 0.30 51.73 101.71
13:13:56 0.24 51.73 101.71
13:13:57 -0.14 51.76 101.71
13:13:58 0.71 51.73 101.71
13:13:59 0.04 51.73 101.71
13:14:00 0.45 51.73 101.71
13:14:01 0.09 51.73 101.71
13:14:02 0.21 51.73 101.71
13:14:03 0.10 51.76 101.71
13:14:04 0.44 51.76 101.71
13:14:05 0.09 51.76 101.71
13:14:06 0.32 51.76 101.71
13:14:07 0.16 51.76 101.71
13:14:08 -0.19 51.76 101.71
13:14:09 0.37 51.76 101.71
13:14:10 0.42 51.76 101.71
13:14:11 0.59 51.76 101.71
13:14:12 0.27 51.76 101.71
13:14:13 0.19 51.76 101.71
13:14:14 0.51 51.76 101.71
13:14:15 0.29 51.76 101.71
13:14:16 0.34 51.76 101.71
13:14:17 0.37 51.76 101.71
13:14:18 0.67 51.76 101.71
13:14:19 -0.00 51.76 101.71
13:14:20 0.68 51.76 101.71
13:14:21 0.12 51.76 101.71
13:14:22 0.30 51.76 101.71
13:14:23 0.34 51.76 101.69
13:14:24 0.39 51.76 101.71
13:14:25 0.40 51.76 101.71
13:14:26 0.25 51.76 101.71
13:14:27 0.43 51.76 101.71
13:14:28 0.06 51.73 101.69
13:14:29 0.41 51.73 101.71
13:14:30 0.55 51.76 101.71
13:14:31 0.01 51.76 101.71
13:14:32 0.03 51.76 101.71
13:14:33 0.62 51.76 101.71
13:14:34 -0.16 51.76 101.71
13:14:35 0.38 51.76 101.71
13:14:36 0.60 51.73 101.71
13:14:37 0.28 51.73 101.71
13:14:38 0.21 51.73 101.71
13:14:39 0.36 51.76 101.71
13:14:40 0.42 51.76 101.71
13:14:41 0.23 51.76 101.71
13:14:42 0.10 51.76 101.71
13:14:43 -0.07 51.76 101.71
13:14:45 0.32 51.73 101.71
13:14:46 0.28 51.73 101.71
13:14:47 0.54 51.73 101.71
13:14:48 0.28 51.73 101.71
13:14:49 0.25 51.73 101.71
13:14:50 0.92 51.76 101.71
13:14:51 1.21 51.76 101.71
13:14:52 2.86 51.76 101.71
13:14:53 4.58 51.76 101.71
13:14:54 6.95 51.76 101.71
13:14:55 9.71 51.76 101.71
13:14:56 13.00 51.73 101.71
13:14:57 15.86 51.73 101.71
13:14:58 20.05 51.73 101.71
13:14:59 23.52 51.76 101.71
13:15:00 26.51 51.76 101.71
13:15:01 28.90 51.76 101.71
13:15:02 30.20 51.76 101.71
13:15:03 31.05 51.76 101.71
13:15:04 31.29 51.73 101.71
13:15:05 29.81 51.73 101.71
13:15:06 28.76 51.76 101.71
13:15:07 26.56 51.76 101.71
13:15:08 24.61 51.73 101.71
13:15:09 22.38 51.73 101.71
13:15:10 19.51 51.76 101.71
13:15:11 17.80 51.76 101.71
13:15:12 15.20 51.76 101.71
13:15:13 13.39 51.73 101.71
13:15:14 11.67 51.73 101.69
13:15:15 10.18 51.76 101.71
13:15:16 9.16 51.76 101.71
13:15:17 7.79 51.76 101.71
13:15:18 6.73 51.76 101.71
13:15:19 6.03 51.76 101.71
13:15:20 5.32 51.76 101.71
13:15:21 4.47 51.76 101.71
13:15:22 4.04 51.76 101.69
13:15:23 3.80 51.76 101.71
13:15:24 3.45 51.76 101.71
13:15:25 3.08 51.76 101.71
13:15:26 2.48 51.76 101.71
13:15:27 2.43 51.73 101.71
13:15:28 1.96 51.73 101.71
13:15:29 2.14 51.73 101.71
13:15:30 1.84 51.73 101.71
13:15:31 1.70 51.73 101.71
13:15:32 1.49 51.76 101.71
13:15:33 1.46 51.73 101.71
13:15:34 1.23 51.73 101.71
13:15:35 1.11 51.76 101.71
13:15:36 1.52 51.76 101.71
13:15:37 0.74 51.76 101.71
13:15:38 1.09 51.76 101.71
13:15:39 1.25 51.76 101.71
13:15:40 0.54 51.76 101.71
13:15:41 1.15 51.76 101.71
13:15:42 0.61 51.76 101.71
13:15:43 0.55 51.76 101.71
13:15:44 0.38 51.76 101.71
13:15:45 0.66 51.73 101.71
13:15:46 0.87 51.73 101.71
13:15:47 1.14 51.73 101.71
13:15:48 0.97 51.73 101.71
13:15:49 0.30 51.76 101.71
13:15:50 0.95 51.73 101.71
13:15:51 0.90 51.73 101.71
13:15:52 0.40 51.73 101.71
13:15:53 0.46 51.76 101.71
13:15:54 0.93 51.76 101.71
13:15:55 0.62 51.76 101.71
13:15:57 0.51 51.76 101.71
13:15:58 0.43 51.76 101.71
13:15:59 1.14 51.76 101.71
13:16:00 0.52 51.73 101.71
13:16:01 0.61 51.73 101.70
13:16:02 0.43 51.73 101.70
13:16:03 0.76 51.73 101.71
13:16:04 0.25 51.76 101.71
13:16:05 0.56 51.76 101.71
13:16:06 0.21 51.73 101.71
13:16:07 0.67 51.73 101.71
13:16:08 0.42 51.76 101.71
13:16:09 0.27 51.73 101.71
13:16:10 0.76 51.73 101.70
13:16:11 0.73 51.76 101.70
13:16:12 0.43 51.76 101.70
13:16:13 0.41 51.76 101.70
13:16:14 1.10 51.76 101.71
13:16:15 0.38 51.73 101.71
13:16:16 0.51 51.73 101.71
13:16:17 0.36 51.76 101.71
13:16:18 0.69 51.76 101.71
13:16:19 0.52 51.73 101.71
13:16:20 0.75 51.73 101.70
13:16:21 0.46 51.73 101.70
13:16:22 0.51 51.73 101.70
13:16:23 0.61 51.73 101.70
13:16:24 0.43 51.76 101.70
13:16:25 0.79 51.73 101.71
13:16:26 0.56 51.73 101.71
13:16:27 0.32 51.76 101.71
13:16:28 0.52 51.76 101.71
13:16:29 0.41 51.76 101.70
13:16:30 0.40 51.76 101.70
13:16:31 0.76 51.76 101.71
13:16:32 0.46 51.76 101.71
13:16:33 0.26 51.76 101.71
13:16:34 0.49 51.76 101.71
13:16:35 0.59 51.76 101.71
13:16:36 0.14 51.76 101.71
13:16:37 0.53 51.76 101.71
13:16:38 0.43 51.76 101.71
13:16:39 0.27 51.76 101.71
13:16:40 0.15 51.76 101.71
13:16:41 0.46 51.76 101.71
13:16:42 0.42 51.76 101.71
13:16:43 0.72 51.76 101.71
13:16:44 0.66 51.76 101.71
13:16:45 0.16 51.73 101.71
13:16:46 0.56 51.73 101.71
13:16:47 0.46 51.73 101.70
13:16:48 0.52 51.76 101.70
13:16:49 1.51 51.76 101.70
13:16:50 1.94 51.76 101.70
13:16:51 3.94 51.76 101.70
13:16:52 5.71 51.76 101.67
13:16:53 8.61 51.76 101.70
13:16:54 10.97 51.73 101.70
13:16:55 14.02 51.73 101.70
13:16:56 16.68 51.73 101.70
13:16:57 19.30 51.73 101.70
13:16:58 22.24 51.76 101.70
13:16:59 24.81 51.76 101.70
13:17:00 27.22 51.76 101.71
13:17:01 28.50 51.76 101.67
13:17:02 29.71 51.73 101.70
13:17:03 30.30 51.73 101.70
13:17:04 29.47 51.76 101.70
13:17:05 28.68 51.76 101.70
13:17:06 27.42 51.76 101.71
13:17:07 26.01 51.76 101.69
13:17:08 23.74 51.76 101.70
13:17:10 21.97 51.76 101.70
13:17:11 19.73 51.76 101.70
13:17:12 17.27 51.76 101.71
13:17:13 15.49 51.76 101.67
13:17:14 13.52 51.76 101.70
13:17:15 11.55 51.76 101.70
13:17:16 10.19 51.76 101.71
13:17:17 9.05 51.76 101.70
13:17:18 7.66 51.76 101.70
13:17:19 7.22 51.76 101.70
13:17:20 6.25 51.76 101.70
13:17:21 5.82 51.76 101.70
13:17:22 5.20 51.76 101.67
13:17:23 4.30 51.76 101.70
13:17:24 3.53 51.76 101.70
13:17:25 3.74 51.76 101.70
13:17:26 2.73 51.76 101.70
13:17:27 2.94 51.73 101.70
13:17:28 2.19 51.73 101.70
13:17:29 1.98 51.76 101.67
13:17:30 1.77 51.76 101.67
13:17:31 1.90 51.76 101.70
13:17:32 1.51 51.73 101.70
13:17:33 1.01 51.73 101.67
13:17:34 1.35 51.73 101.70
13:17:35 1.03 51.73 101.67
13:17:36 1.21 51.73 101.70
13:17:37 0.90 51.76 101.71
13:17:38 1.05 51.76 101.70
13:17:39 1.01 51.76 101.70
13:17:40 0.54 51.76 101.70
13:17:41 1.03 51.76 101.67
13:17:42 1.07 51.76 101.70
13:17:43 0.42 51.76 101.70
13:17:44 0.67 51.76 101.70
13:17:45 0.88 51.76 101.70
13:17:46 0.61 51.76 101.70
13:17:47 0.49 51.73 101.70
13:17:48 0.69 51.73 101.70
13:17:49 0.64 51.76 101.67
13:17:50 0.92 51.76 101.67
13:17:51 0.44 51.73 101.70
13:17:52 0.38 51.73 101.70
13:17:53 0.29 51.73 101.70
13:17:54 0.44 51.76 101.70
13:17:55 0.54 51.76 101.67
13:17:56 0.59 51.76 101.70
13:17:57 0.50 51.76 101.70
13:17:58 0.27 51.76 101.70
13:17:59 0.43 51.73 101.67
13:18:00 0.48 51.73 101.70
13:18:01 0.01 51.76 101.70
13:18:02 0.48 51.73 101.70
13:18:03 0.40 51.73 101.70
13:18:04 0.15 51.76 101.67
13:18:05 0.45 51.76 101.70
13:18:06 0.78 51.76 101.70
13:18:07 0.64 51.76 101.70
13:18:08 0.14 51.76 101.70
13:18:09 0.53 51.76 101.70
13:18:10 0.69 51.73 101.70
13:18:11 0.24 51.73 101.70
13:18:12 0.55 51.73 101.67
13:18:13 0.56 51.76 101.67
13:18:14 0.26 51.76 101.71
13:18:15 0.44 51.76 101.71
13:18:16 1.04 51.73 101.71
13:18:17 0.41 51.73 101.71
13:18:18 0.42 51.73 101.70
13:18:19 0.63 51.73 101.70
13:18:20 0.49 51.76 101.70
13:18:22 0.59 51.73 101.71
13:18:23 0.32 51.73 101.71
13:18:24 0.51 51.76 101.71
13:18:25 0.53 51.76 101.71
13:18:26 0.23 51.76 101.71
13:18:27 0.35 51.76 101.71
13:18:28 0.46 51.76 101.71
13:18:29 1.09 51.73 101.70
13:18:30 1.56 51.73 101.70
13:18:31 2.91 51.76 101.70
13:18:32 4.16 51.76 101.70
13:18:33 5.56 51.76 101.67
13:18:34 7.41 51.76 101.70
13:18:35 9.14 51.76 101.70
13:18:36 11.25 51.76 101.70
13:18:37 13.47 51.76 101.70
13:18:38 16.03 51.76 101.70
13:18:39 17.72 51.73 101.70
13:18:40 20.09 51.73 101.70
13:18:41 21.69 51.76 101.70
13:18:42 23.79 51.76 101.70
13:18:43 24.28 51.76 101.70
13:18:44 25.83 51.73 101.70
13:18:45 26.64 51.73 101.70
13:18:46 26.29 51.73 101.70
13:18:47 26.77 51.76 101.70
13:18:48 25.72 51.76 101.70
13:18:49 24.88 51.73 101.70
13:18:50 24.01 51.73 101.70
13:18:51 21.94 51.73 101.67
13:18:52 19.96 51.76 101.70
13:18:53 18.26 51.76 101.70
13:18:54 16.31 51.76 101.70
13:18:55 14.51 51.76 101.70
13:18:56 12.86 51.76 101.70
13:18:57 10.69 51.76 101.70
13:18:58 9.64 51.76 101.70
13:18:59 8.41 51.76 101.70
13:19:00 7.41 51.76 101.70
13:19:01 6.24 51.76 101.70
13:19:02 5.92 51.76 101.70
13:19:03 4.73 51.76 101.70
13:19:04 4.58 51.76 101.70
13:19:05 3.46 51.76 101.67
13:19:06 3.80 51.76 101.67
13:19:07 2.88 51.76 101.70
13:19:08 2.71 51.76 101.70
13:19:09 2.49 51.76 101.67
13:19:10 1.91 51.76 101.70
13:19:11 2.23 51.76 101.70
13:19:12 1.34 51.76 101.70
13:19:13 1.81 51.76 101.70
13:19:14 1.11 51.76 101.70
13:19:15 1.00 51.76 101.70
13:19:16 0.98 51.76 101.70
13:19:17 1.25 51.73 101.70
13:19:18 0.91 51.73 101.70
13:19:19 0.52 51.76 101.70
13:19:20 0.62 51.76 101.70
13:19:21 0.50 51.76 101.70
13:19:22 0.86 51.76 101.70
13:19:23 0.97 51.76 101.70
13:19:24 0.70 51.76 101.70
13:19:25 0.53 51.76 101.70
13:19:26 0.39 51.76 101.71
13:19:27 0.26 51.73 101.70
13:19:28 0.65 51.73 101.70
13:19:29 -0.06 51.76 101.70
13:19:30 0.57 51.73 101.70
13:19:31 0.38 51.73 101.70
13:19:32 0.75 51.76 101.70
13:19:33 0.05 51.73 101.70
13:19:35 0.40 51.73 101.70
13:19:36 0.23 51.76 101.70
13:19:37 0.33 51.73 101.70
13:19:38 0.42 51.73 101.70
13:19:39 0.13 51.76 101.70
13:19:40 0.33 51.76 101.67
13:19:41 0.46 51.76 101.70
13:19:42 0.03 51.76 101.70
13:19:43 0.64 51.73 101.70
13:19:44 0.19 51.73 101.67
13:19:45 0.46 51.76 101.70
13:19:46 0.40 51.76 101.70
13:19:47 0.12 51.73 101.70
13:19:48 0.35 51.73 101.70
13:19:49 0.24 51.76 101.70
13:19:50 0.41 51.76 101.70
13:19:51 0.15 51.76 101.70
13:19:52 0.35 51.76 101.70
13:19:53 0.39 51.76 101.71
13:19:54 0.09 51.76 101.71
13:19:55 0.54 51.76 101.71
13:19:56 0.53 51.76 101.71
13:19:57 0.21 51.73 101.71
13:19:58 -0.20 51.73 101.71
13:19:59 0.39 51.76 101.70
13:20:00 0.33 51.76 101.70
13:20:01 0.17 51.76 101.70
13:20:02 0.46 51.76 101.70
13:20:03 0.75 51.76 101.70
13:20:04 0.26 51.76 101.70
13:20:05 0.41 51.76 101.67
13:20:06 0.19 51.73 101.70
13:20:07 0.66 51.73 101.70
13:20:08 1.12 51.76 101.70
13:20:09 2.90 51.76 101.70
13:20:10 5.66 51.73 101.70
13:20:11 8.21 51.73 101.70
13:20:12 12.59 51.76 101.70
13:20:13 17.12 51.76 101.70
13:20:14 21.27 51.76 101.70
13:20:15 25.69 51.76 101.70
13:20:16 28.56 51.76 101.70
13:20:17 31.75 51.76 101.70
13:20:18 33.02 51.76 101.71
13:20:19 34.04 51.73 101.67
13:20:20 33.84 51.73 101.70
13:20:21 32.47 51.76 101.70
13:20:22 31.11 51.76 101.70
13:20:23 28.23 51.76 101.70
13:20:24 25.74 51.76 101.70
13:20:25 22.52 51.76 101.70
13:20:26 20.29 51.76 101.70
13:20:27 17.09 51.76 101.70
13:20:28 14.97 51.76 101.70
13:20:29 13.02 51.76 101.70
13:20:30 11.64 51.76 101.70
13:20:31 9.99 51.76 101.70
13:20:32 8.52 51.73 101.70
13:20:33 7.51 51.73 101.70
13:20:34 6.64 51.76 101.70
13:20:35 5.45 51.76 101.70
13:20:36 4.47 51.76 101.70
13:20:37 4.21 51.73 101.70
13:20:38 3.88 51.73 101.70
13:20:39 3.33 51.76 101.70
13:20:40 3.21 51.76 101.70
13:20:41 2.27 51.76 101.70
13:20:42 1.83 51.73 101.70
13:20:43 2.00 51.73 101.70
13:20:44 1.91 51.76 101.70
13:20:45 1.35 51.76 101.70
13:20:47 1.40 51.73 101.67
13:20:48 1.12 51.73 101.70
13:20:49 0.87 51.76 101.70
13:20:50 1.14 51.76 101.70
13:20:51 0.51 51.76 101.70
13:20:52 0.69 51.76 101.70
13:20:53 0.83 51.76 101.70
13:20:54 0.60 51.73 101.70
13:20:55 0.64 51.73 101.70
13:20:56 0.86 51.76 101.70
13:20:57 0.71 51.76 101.70
13:20:58 0.58 51.76 101.71
13:20:59 0.98 51.76 101.70
13:21:00 -0.13 51.76 101.70
13:21:01 0.63 51.76 101.70
13:21:02 0.65 51.76 101.67
13:21:03 0.58 51.76 101.70
13:21:04 0.34 51.73 101.70
13:21:05 0.31 51.73 101.70
13:21:06 0.75 51.76 101.70
13:21:07 0.16 51.76 101.70
13:21:08 0.33 51.73 101.70
13:21:09 0.05 51.73 101.70
13:21:10 0.55 51.73 101.70
13:21:11 0.47 51.76 101.70
13:21:12 0.52 51.76 101.70
13:21:13 0.13 51.76 101.70
13:21:14 0.36 51.76 101.71
13:21:15 -0.16 51.76 101.71
13:21:16 0.44 51.76 101.71
13:21:17 0.52 51.73 101.70
13:21:18 0.63 51.73 101.70
13:21:19 0.38 51.73 101.71
13:21:20 -0.04 51.73 101.69
13:21:21 0.17 51.76 101.71
13:21:22 0.44 51.76 101.71
13:21:23 0.43 51.76 101.70
13:21:24 0.37 51.76 101.70
13:21:25 0.27 51.73 101.71
13:21:26 0.11 51.73 101.70
13:21:27 0.77 51.76 101.70
13:21:28 0.24 51.76 101.71
13:21:29 0.11 51.76 101.71
13:21:30 0.22 51.76 101.71
13:21:31 0.25 51.76 101.71
13:21:32 0.33 51.76 101.70
13:21:33 0.29 51.76 101.70
13:21:34 0.16 51.76 101.69
13:21:35 0.58 51.73 101.71
13:21:36 0.35 51.73 101.71
13:21:37 -0.05 51.76 101.70
13:21:38 0.62 51.76 101.70
13:21:39 0.29 51.76 101.71
13:21:40 0.44 51.76 101.71
13:21:41 0.51 51.76 101.71
13:21:42 -0.10 51.76 101.71
13:21:43 -0.05 51.76 101.70
13:21:44 0.17 51.76 101.67
13:21:45 0.15 51.76 101.71
13:21:46 0.50 51.73 101.71
13:21:47 0.25 51.73 101.71
13:21:48 0.22 51.76 101.71
